user_id,probability
6d2670817b931cf7280dca3a8882d6cd,0.512799978256
9d22f6e8bbaa03aad3e0de999a0151f8,0.550059974194
bc9260103fb7d88855127444cb630680,0.662919998169
bc8fec38618866f4ce718ece6bbda4d0,0.479279994965
b337e9d74477beda449ccc1e0cd45ef0,0.645900011063
96be28647f56e78760364aef415563b8,0.490729987621
89452d22b9115763ebe6706ac7ca4bac,0.499089986086
5c51ec8a2677247e8604c338b3b7041d,0.571129977703
6521f6a8c05b2919bca8d0b98897930f,0.589460015297
47a33477f3939561d7a57104eb43902a,0.52281999588
91411a00a43398da5b8e2aa704d94c64,0.63639998436
db861e606fac7bea48fb4af0baa06197,0.481979995966
5aeb0aa40e07aeaa2ecc679d60fcde1d,0.55642002821
c5cfc7ef8c5db5fa8edcbf277e0eb88e,0.681479990482
c794819b936de8e737d95c0769a8596e,0.479449987411
970ec4378cc5f1556ba58c646f48edc6,0.507879972458
bc9128870210978e204c48457069c280,0.565439999104
0694e67840dd537fdf02e89fb91ac476,0.538240015507
0cb4e809167133948c05e3545b727acd,0.490559995174
0400ef5c824bd5e9f616c892d11c43dc,0.518199980259
a0d5f4da239acb39def8615d892cfb5f,0.612540006638
074a783db6b6d2541454b3df6939e83b,0.55393999815
dcd88159c448f0126a04a6807768814e,0.601400017738
e86231444ffc0047dc2f30377d8fb1a4,0.5994399786
81c5818032ee8290d10f8574ef69ecbb,0.539969980717
2b07eff8883ce1ef38a2160c7c5d52f3,0.636510014534
e7a80a52b95bfd04d1889c9ab2c8bcb4,0.634209990501
4fe70af17bd9b0966944dfba7298eef6,0.590260028839
26c1468cf95cc649a12c2ca201ff778c,0.503080010414
c4b9681cb7e78e2af0c9760e4e621d4d,0.529089987278
b0bab8e2cfdd765eeb8d9c8328e3319e,0.576680004597
c8985ff7f68345c0a80b7c17cd9a9915,0.491800010204
6fe2cc49d36560d075c8f33a4d71bdb5,0.550390005112
9f399d926b2e74596de998c88cd15b7d,0.643620014191
ebcc8f18191931f32bcf86c83e2f683f,0.616879999638
e0892f808af5b12514d03143138aac1f,0.574549973011
f2a3a0ea1590d8e1d27e24207960be9e,0.530700027943
461f4621983180ec435c1a3b5d75deeb,0.635540008545
f0bb3f1bcb38d62cb968b2d69df21e33,0.548979997635
b12d31ce87ecf544080503ee65ed6d26,0.617030024529
7304a681c0d1659a1d93a06212370866,0.480219990015
3d7a44bf48b4fbcb38ff5d769e3ee866,0.562409996986
7dacf1e93c57854dbfddc2c91b37def6,0.225960001349
874369416febc76f561d3ab147b555bd,0.565919995308
071e56a5e193ab765329cbc73bd3e4ae,0.533619999886
ff44f5d1a1c190fe2e4dcf1d92091b49,0.52715998888
0f74c8db65ee63f3dc5949effc3417eb,0.551190018654
e0526a0ce32f7aacbcecc92a6a9ffa43,0.576250016689
22cee63e978f17c3f17c093d8fa21101,0.191290006042
8820df06d3415c3cf64604a1e801b8b6,0.122409999371
